,Unnamed: 0,字段,标题
102,,16:56,阿富汗总统府官员：阿富汗总统加尼正与美国外交官哈利勒扎德以及北约高级官员举行紧急会谈。
101,,17:00,【华图山鼎：控股股东拟要约收购公司2921.61万股】华图山鼎公告，控股股东华图宏阳投资有限公司拟要约收购公司2921.61万股，占被收购公司总股本的比例：20.71%（占扣除已回购股份后总股本的比例为20.80%），要约价格为48.32元/股，预计本次要约收购所需最高资金总额为14.45亿元。
100,,17:01,【俄罗斯新增新冠肺炎确诊病例21624例 累计确诊超660万例】据俄罗斯新冠病毒防疫官网发布的信息，截至莫斯科时间8月15日11时15分，过去24小时全俄新增新冠肺炎确诊病例21624例，累计确诊6600836例；新增治愈病例16426例，累计治愈5884316例；新增死亡病例816例，累计死亡170499例。
99,,17:03,【联瑞新材：拟投建高端芯片封装用球形粉体生产线项目】联瑞新材公告，为持续满足新一代芯片封装、高频高速电路基板等领域的客户需求，不断完善球形硅基和铝基产品的产能布局，进一步扩大球形粉体材料产能，公司拟投资3亿元实施年产15000吨高端芯片封装用球形粉体生产线建设项目。另外，联瑞新材上半年预计盈利7900万元至8100万元，同比增加84.71%到89.39%。
98,,17:08,俄罗斯外交部：不打算撤离俄罗斯驻喀布尔大使馆工作人员。
97,,17:17,【科特迪瓦出现自1994年以来的首例埃博拉病例】当地时间14日，科特迪瓦卫生部门报告称该国出现一例埃博拉病例。这也是科特迪瓦自1994年以来出现的首例埃博拉病例。据卡塔尔半岛电视台15日报道，科特迪瓦卫生部长丁巴表示，一名来自几内亚的18岁女子确诊感染埃博拉病毒。丁巴还表示，这是一例独立输入病例，患者已经在经济首都阿比让的一家医院接受集中治疗。（海外网）
96,,17:20,【重庆力争“十四五”软件产业产值突破5000亿元】重庆市政府副市长、重庆市经信委主任陈金山15日在当地召开的新闻发布会上透露，“十四五”期间，重庆将跃升“芯屏器核网”产业水平，争取软件行业从业人员达50万人以上，软件园区规模突破500万平方米，软件产业产值突破5000亿元人民币。
94,,17:25,美联社报道，塔利班领导人前往总统府筹备权力交接。
95,,17:25,【安信策略：调整是机会 继续把握中小盘、军工、新基建】安信策略认为，从短期来看，市场风格出现了阶段性再平衡。机构对于新能源、半导体等热门赛道的增配基本到位，社融低预期，美债利率反弹对高估值板块构成边际制约，另一方面，部分行业前期跌幅较大，也存在反弹需求。但从中长期来看，主线是否切换最重要因素还是在于景气趋势比较。配置方向上，我们认为继续配置新能源等高景气长赛道标的，如果有调整，则是机会，行业关注：军工、新能源、化工、煤炭、券商等。继续看好中小盘、军工、新基建三大方向。
93,,17:27,【菲律宾报告首例感染拉姆达变异毒株的病例】8月15日，菲律宾卫生部发布消息称，菲律宾发现首例感染拉姆达变异毒株的病例。该病例是一名35岁女性，卫生部仍在确认该患者属于本土传播病例还是境外输入病例。此外，该病例在完成10天隔离后已被认为是治愈病例，菲律宾卫生部目前已启动对其接触者的追踪调查。
92,,17:30,阿富汗代理内政部长：喀布尔不会遭到袭击。过渡谈判将和平进行，安全部队将确保喀布尔的安全。
91,,17:30,【贵研铂业：云投集团将成为公司控股股东】贵研铂业公告，8月13日，云南省国资委同意贵金属集团将所持贵研铂业2.26亿股股份无偿划转至云投集团。同日，公司控股股东贵金属集团与云投集团签订了《贵研铂业股份有限公司股份无偿划转协议》。此次无偿划转后，云投集团通过受让贵金属集团持有的公司39.64%权益，成为公司控股股东，公司实际控制人不会发生变更，仍为云南省国资委。
90,,17:37,【阿富汗内政部长：将进行“权力的和平交接”】法新社刚刚消息，阿富汗内政部长表示，阿富汗将进行“权力的和平交接”。 (环球网)
89,,17:43,【闻泰科技：交易过户手续完成 间接持有NWF100%权益】闻泰科技公告，8月12日(英国当地时间)安世半导体收到英国公司注册处(Companies House)的股东权益确认通知书，确认了安世半导体持有NWF母公司NEPTUNE 6 LIMITED全部股东权益。截至公告日，此次交易过户手续已全部完成，公司间接持有NWF100%权益。
88,,17:43,据CNN：阿富汗过渡政府“很可能”将包括塔利班高层人物以及阿富汗总统加尼政府的一些人员。
87,,17:54,阿富汗塔利班发言人穆贾希德宣布，占领了曾经美军在阿富汗最重要的军事基地——巴格拉姆空军基地，并释放了巴格拉姆地区监狱的全部囚犯。
86,,17:56,【海通策略：本轮牛市还没有结束 市场风格将更为均衡】海通证券研报指出，当前多数行业估值尚未达到历史高位，根据历史规律本轮牛市还没有结束。财政政策方面，债券发行量已经出现加速现象。货币政策方面，预计货币供应增速望回升。今年初至今类似2010年上半年，市场结构性分化，参考2010年下半年，接下来市场机会有望扩散。
85,,17:58,【中旗新材：中签号出炉 超4万个】中旗新材披露中签结果，中签号码共有40806个，每个中签号码只能认购500股中旗新材A股股票。
83,,18:03,塔利班官员：塔利班武装分子已包围喀布尔，但机场被允许运行。喀布尔医院和部分紧急服务不会被要求停止运转。
84,,18:03,【招商银行信托代销首次面向自然人违约】记者获悉，由招行代销的大业信托·君睿15号（九通基业）项目集合资金信托计划至今未向投资者分配2021年第二季度的利息。这只信托计划已于8月14日到期，投资者尚未收到明确兑付方案。大业信托发行这一项目旨在为华夏幸福间接全资子公司——九通基业投资有限公司提供流动性资金。（券商中国）
82,,18:04,【英国议会将被紧急召回商讨阿富汗局势】据英国首相府8月15日消息，鉴于阿富汗局势急剧恶化，英国议会下周将被紧急召回。当前，英国议会正处于夏季休会期。
81,,18:05,【亿邦国际取消今晚关于华铁应急“三宗罪”第二次新闻发布会】记者获悉，亿邦国际（EBON美股）决定取消今日新闻发布会。此前，亿邦国际发布关于华铁应急“三宗罪”第二次新闻发布会通知，拟定时间为14：:00-19:30。随后于今日午间又将发布会事件推迟到19:30，现又取消今晚发布会，是否将继续召开不得而知。
80,,18:06,【外媒：塔利班将组建临时过渡政府 前内政部长将任过渡政府首脑】据俄罗斯卫星通讯社最新报道，阿富汗政府与塔利班已就和平交接权力进行谈判。塔利班将牵头组建临时过渡政府，阿富汗前内政部长、前驻德大使阿里·艾哈迈德·贾拉利（Ali Ahmad Jalali）将被任命为过渡政府首脑，现任总统加尼将在接下来几小时内下台。
79,,18:09,扬州市经济技术开发区施桥镇由中风险地区调整为低风险地区。其他地区风险等级不变。
78,,18:11,【江丰电子：可转债中签结果出炉 超33万个】江丰电子披露可转换公司债券网上中签结果，中签号码共有338574个，每个中签号码只能认购10张(1000元)江丰转债。
77,,18:12,8月15日，塔利班进入阿富汗首都外围，喀布尔多家银行出现挤兑，民众排长队争先取钱。此外还有报道称，阿富汗各国大使馆外民众排队求签证。
76,,18:13,【特斯拉上海工厂出口Model Y登陆欧洲，车身印有“Not Model Y”】多名特斯拉粉丝在推特上分享的照片显示，特斯拉上海工厂生产的出口型Model Y终于登陆欧洲。不久前有报道称，特斯拉将在柏林工厂投产之前，将该公司在上海工厂生产的Model Y运往欧洲。特斯拉驻慕尼黑客户经理也曾表示Model Y已抵达欧洲，特斯拉船舶跟踪器也称运输船只正驶向欧洲进口码头。（网易科技）
75,,18:22,当地时间15日，阿富汗总统加尼在总统府与塔利班举行会见。
74,,18:36,俄罗斯卫星网消息，阿富汗前内政部长阿里·艾哈迈德·贾拉里将成为阿富汗过渡政府首脑。（环球网）
73,,18:38,CNN报道，美国在未来72小时内从阿富汗首都喀布尔大使馆撤出人员。
72,,18:39,【东华科技：目前公司未有正在执行的锂电领域相关合同】东华科技发布异动公告，近期，互动平台上有多项关于公司在氢能、锂电相关业务方面的提问，且相关概念近期广受资本市场关注。公司作为工程公司，主要为化工、基础设施及环境治理等领域的工程项目建设提供工程设计、总承包等服务。目前，公司未有正在执行的锂电领域相关合同，敬请投资者注意投资风险。
71,,18:44,【中金公司：成长风格把控节奏 关注部分“老白马”】中金公司认为，4月初至今表现强势的偏成长风格近期股价出现波动，与之相对应的是此前调整较多的部分“老白马”，如消费、价值蓝筹、周期板块中的龙头公司有所反弹。我们重申“轻指数，重结构”观点，在科技成长与“老白马”之间更加均衡，在继续关注科技成长景气持续性的同时，把控节奏、关注已经回调较多、估值具备吸引力的部分“老白马”个股。另外目前已经进入中报业绩披露高峰期，关注中报期间业绩可能超过或低于预期的板块和个股。配置建议：成长风格把控节奏，关注部分“老白马”。
70,,18:54,"联瑞新材：预计2021年半年度实现归属于母公司所有者的净利润7,900万元至8,100万元，同比增加84.71%到89.39%。"
69,,18:55,"三峰环境：公司2021年半年度实现营业收入3,097,822,730.75元，同比增长30.32%；归属于上市公司股东的净利润758,179,288.56元，同比增长124.19%。"
68,,18:56,美国高级官员：目前还没有看到塔利班的主要部队进入喀布尔。除非塔利班影响美国撤离人员，否则美国在阿富汗的军事计划不会改变。
67,,18:56,阿富汗总统加尼将在几小时内辞职。 (中新社)
66,,18:57,外媒：阿富汗总统加尼将在几小时内放弃权力，塔利班领导的新政府将组建。（环球网）
65,,18:59,塔利班发言人：我们寻求（建立）包容性的阿富汗政府，让所有阿富汗人都能参与。
64,,18:59,塔利班发言人：塔利班首席谈判代表Mullah Baradar目前在卡塔尔，而不是在喀布尔。
63,,19:05,中国地震台网正式测定：18时41分在阿富汗（北纬37.50度，东经70.05度）发生5.2级地震，震源深度30千米。
62,,19:08,【国家防办、应急管理部进一步部署指导南北方防汛工作】8月15日，国家防办、应急管理部召开防汛视频会商调度会，与中国气象局、水利部、自然资源部会商研判，视频连线黑龙江、浙江、广西、贵州、云南等13个省（自治区、直辖市）防指和消防救援总队、森林消防总队，分析当前防汛形势，进一步部署防汛工作。
61,,19:12,据俄罗斯卫星网：阿富汗总统加尼还没有辞去阿富汗总统一职，与各政党的协商仍在继续。
60,,19:16,【华民股份：公司实控人将由卢建之变更为欧阳少红】华民股份公告，8月13日，建湘晖鸿股东桃源县湘晖农业投资有限公司(“桃源湘晖”)与股东欧阳少红签订《股权转让协议》，约定桃源湘晖将其持有的建湘晖鸿60%股权转让给欧阳少红。此次股权转让后，桃源湘晖不再持有建湘晖鸿股权，欧阳少红持有建湘晖鸿100%股权。此次权益变动后，建湘晖鸿仍持有公司 20%股份，为公司控股股东，公司实际控制人由卢建之变更为欧阳少红。
59,,19:23,【多地水泥价格继续上调 江苏下半年第二轮普涨开始】进入八月中旬，国内一些地区仍有降雨或疫情管控加严等因素影响，需求尚在逐渐走出淡季的恢复阶段。但本周多地水泥价格继续上涨，主要集中在中南和西南地区，且幅度较大，周均价环比继续明显上扬。8月10日-12日起江苏宿迁、徐州、连云港、盐城、淮安、南通等地一些主要厂家再次通知上调高标水泥价格20-30元/吨。整体来看，江苏地区下半年第二轮水泥价格上调逐渐展开。 (中国水泥网)
58,,19:26,据CNN：包括阿富汗总统顾问在内的几名阿富汗高级官员正在喀布尔机场等待离开。
57,,19:27,【外媒：美国将在72小时内撤出驻阿大使馆全部人员】据CNN报道，两名消息人士透露，美国将在接下来的72小时内完全撤出驻喀布尔大使馆的所有人员，包括高级官员。消息人士称，包括美国驻阿富汗最高外交官在内的少数核心人员目前将留在喀布尔机场。这意味着美国驻喀布尔大使馆将于周二（17日）关闭，至少暂时关闭。报道称，美国目前没有强大的地面情报，这是促使这些外交官回国的原因之一，美国此前撤出了大部分的军队，包括收集情报的官员。
56,,19:29,【公告精选：凯乐科技将被实施其他风险警示；湖北宜化上半年大幅扭亏】8月15日晚间公告精选：凯乐科技8月17日起实施其他风险警示；锡业股份、新益昌、众源新材、武汉凡谷等上半年业绩同比大增；湖北宜化上半年盈利7.26亿元，同比大幅扭亏；集友股份副总裁杨江涛拟1000万至2000万元增持公司股份；联瑞新材拟3亿元投建高端芯片封装用球形粉体生产线项目；海天股份拟与康恒环境设合资公司，布局固废处置领域。
55,,19:32,【广东新冠疫苗全人群全程接种覆盖率逾六成】广东省卫生健康委员会15日发布该省新冠病毒疫苗接种数据。数据显示，截至14日24时，该省累计接种17714.88万剂次，共有7765.82万人完成全程接种。按照广东省1.26亿常住人口计算，全人群全程接种覆盖率为61.63%。
54,,19:33,【伊朗新增确诊超3.6万例 累计确诊逾442万例】据伊朗卫生部15日公布的最新数据，伊朗新冠肺炎确诊病例升至4425821例。在过去24小时内，伊朗新增确诊病例36736例；新增死亡病例620例，累计死亡病例达97828例。
53,,19:34,据CNN：消息人士称，来自卡塔尔的八到九名塔利班代表目前正在阿富汗总统府内，其中包括塔利班组织副领导人西拉朱丁·哈卡尼的兄弟阿纳斯·哈卡尼。
52,,19:37,【许多阿富汗政府高级官员已前往机场 等待离开喀布尔】阿富汗首都喀布尔哈米德·卡尔扎伊国际机场的消息人士透露，许多阿富汗政府高级官员已抵达机场，准备乘坐飞机离开喀布尔。报道称，这些高官的目的地尚未可知。 (澎湃新闻)
51,,19:49,据澳大利亚金融评论报：伍德赛德石油公司正就收购必和必拓200亿美元的石油、天然气资产进行谈判。
50,,19:52,【B站日活跃用户超越优酷，优爱腾三足鼎立格局或将被打破】国内长视频网站巨头——腾讯、优酷、爱奇艺一直以来“三足鼎立”的格局有望被打破。据悉，视频网站哔哩哔哩日活跃用户突破6500万，这一数字已超越优酷，成为仅次于爱奇艺和腾讯视频的第三大长视频平台。（上证报）
49,,20:07,【陈茂波：调高香港经济增长预测 国家系列措施护航发展】香港特区政府财政司司长陈茂波15日发表网志表示，考虑到上半年香港经济表现强劲，特区政府将今年全年的经济增长预测由原来的3.5%至5.5%上调到5.5%至6.5%，并相信在香港持续防疫控疫和国家系列措施的支持之下，香港下半年经济还继续有改善的空间。
48,,20:08,据德国《图片报》：德国派出A400M运输机前往阿富汗首都喀布尔撤侨。
47,,20:13,【塔利班释放阿富汗最大监狱约5000名囚犯】塔利班今日占领阿富汗普利查尔希中央监狱，并释放约5000名关押在内的囚犯。报道称，该监狱系阿富汗最大的监狱。此前报道称，阿富汗内政部长承诺将和平交权。美联社援引匿名官员的话称塔利班代表正前往总统府，双方将就权力交接做最后的准备。 (环球时报)
46,,20:22,【阿里女员工被侵害案采取测谎辅助手段】8月14日晚，济南市公安局槐荫区分局发布通报，阿里女员工周某被侵害案，“犯罪嫌疑人王某文、张某因涉嫌强制猥亵罪，被济南市槐荫区分局依法采取刑事强制措施，没有证据证明有强奸犯罪事实发生。”据新京报贝壳财经从多方了解到，警方在办案过程中对涉案人员还采取了测谎等辅助手段。
45,,20:28,【海口发布将南宝花园小区调整为低风险地区】截至15日上午8时，海口市龙华区南宝花园小区已连续14天无新增确诊病例或无症状感染者报告，该小区居民分别在第1天、第4天、第7天、第10天、第14天全员核酸检测结果均为阴性，且对环境标本核酸检测均为阴性。按照《关于调整新冠肺炎疫情分区分级标准实施精准管控措施的通知》（国电发〔2020〕11号）要求，结合海南省市专家组意见，海口市疫情防控工作指挥部研究决定，自2021年8月15日起，南宝花园小区由中风险地区调整为低风险地区。
44,,20:29,消息人士：尼日利亚福卡多斯原油出口港口宣布遭遇不可抗力。
43,,20:29,北约官员：北约将在喀布尔维持外交作用，以帮助维持喀布尔机场的运作。
42,,20:30,【美国谈判代表：美方人员完成撤离前 塔利班不可进入喀布尔】据美国有线电视新闻网（CNN）15日报道，美国阿富汗问题特别代表扎尔迈·哈利勒扎德8月15日已向塔利班方面发出要求，称塔利班不可以在美方人员完成撤离前进入阿富汗首都喀布尔。塔利班希望能实现喀布尔的“和平交接”，其武装人员正在喀布尔郊区待命。CNN还报道称，曾参与卡塔尔谈判的塔利班谈判代表团成员目前正在阿富汗总统府。美国正在加快其撤离驻阿大使馆人员的速度，并希望能在未来72小时内完成这一进程。 (澎湃新闻)
41,,20:41,【德国外交部宣布将关闭驻阿富汗大使馆】英国《卫报》刚刚援引路透社消息称，德国外交部已宣布将关闭驻阿富汗大使馆，并要求德国民众离开阿富汗。
40,,20:45,【武汉本土新冠肺炎患者首批7人出院】8月15日晚上7点左右，7名新冠肺炎患者从武汉市金银潭医院出院，成为武汉此次本土疫情的首批出院患者。
39,,20:45,越南胡志明市政府：将居家令延长一个月，并维持宵禁令不变。
38,,20:52,【中金公司：成长风格把控节奏 关注部分“老白马”】中金公司认为，4月初至今表现强势的偏成长风格近期股价出现波动，与之相对应的是此前调整较多的部分“老白马”，如消费、价值蓝筹、周期板块中的龙头公司有所反弹。我们重申“轻指数，重结构”观点，在科技成长与“老白马”之间更加均衡，在继续关注科技成长景气持续性的同时，把控节奏、关注已经回调较多、估值具备吸引力的部分“老白马”个股。
37,,21:02,海天股份：上半年实现净利润7697.27万元，同比增长44.55%。
35,,21:09,据俄罗斯卫星网：包括阿富汗议会下院议长在内的部分阿富汗官员已从喀布尔飞抵巴基斯坦。
36,,21:09,唐宁街10号（英国首相府）：首相约翰逊已于今天下午晚些时候召开了一次联合会议，讨论阿富汗局势。
34,,21:10,美国国务卿布林肯：事实是阿富汗军队一直无法保卫自己的国家。
33,,21:13,瑞典外交部长：所有瑞典驻喀布尔大使馆人员必须立即离开喀布尔，撤离将于周一完成。
32,,21:17,美国国务卿布林肯：美国已告知塔利班，如果他们干涉美国人员，美国方面将作出“迅速而果断的反应”。
31,,21:17,【德国新增新冠肺炎确诊病例4728例】根据德国联邦疾控机构罗伯特·科赫研究所发布的最新数据，截至当地时间8月15日零时，德国累计新冠肺炎确诊病例3821013例，新增4728例。
30,,21:17,【50家公司本周获机构密集调研】本周，沪深两市共有50家上市公司接待了包括基金公司、证券公司、海外机构、阳光私募、保险公司、QFII等在内的多家机构调研。其中，有31家公司期间累计接待参与调研的机构家数超过10家，华东医药、永太科技、TCL科技等3家公司期间累计接待参与调研的机构家数均超200家，分别达到224家、213家、212家，三花智控、新宙邦、许继电气、贝达药业、鱼跃医疗、伊之密、新雷能、双星新材、甘源食品等9家公司期间也均受到100家以上机构联袂调研。
29,,21:17,【西班牙决定撤离在阿富汗居住的本国公民】据西班牙媒体当地时间8月15日消息，由于塔利班已进入阿富汗首都喀布尔，西班牙外交部和国防部已经启动对居住在阿富汗的本国公民的撤离计划。据悉，西班牙不仅会撤离驻阿富汗的外交人员，还会撤离居住在阿富汗的西班牙公民，以及与西班牙军方等机构合作的阿富汗公民。西班牙外交部同时表示，若情况安全，西班牙驻阿富汗使领馆将保持开放。
28,,21:29,【俄媒：阿富汗总统加尼同意辞职】根据俄罗斯新闻社（RIA）8月15日报道，阿富汗总统加尼同意辞职。
27,,21:33,据英国《每日电讯报》：阿富汗总统加尼和副总统阿姆鲁拉·萨利赫目前已离开喀布尔，前往塔吉克斯坦，并将前往第三国。
26,,21:39,【近期强降雨已致湖北141万余人受灾】据湖北省应急管理厅消息，8日以来强降雨过程已累计造成湖北141.12万人受灾。目前，湖北降雨开始明显减弱，江河湖库汛情趋稳，长江、汉江各站水位均在设防以下。（新华网）
25,,21:40,据俄罗斯卫星网：总统府消息人士称，有关阿富汗总统继任者的问题将在2-3天内得到最终解决。
24,,21:41,美国国务卿布林肯：如果塔利班为阿富汗的恐怖分子提供庇护，美国将对塔利班实施制裁。
23,,21:47,【巴基斯坦两架航班获准飞离阿富汗喀布尔机场 机上共有499名乘客】据当地媒体报道，两架巴航航班被困在阿富汗喀布尔机场，机上共有499名乘客。目前，已获准飞往巴基斯坦首都伊斯兰堡。当地媒体援引巴航声明称，因有大量巴基斯坦人和其他国家国民希望离开喀布尔，16日还将在伊斯兰堡和喀布尔之间运营三趟航班。
22,,21:54,阿富汗第一副总统Amrullah Saleh：永远不会向“塔利班恐怖分子”低头。
21,,21:56,据CNN：纽约州副州长表示，将会见即将上任的纽约市市长，研究如何提高疫苗接种率。
20,,21:58,海南省发布通告，要求海口健康码黄码人员要及时进行核酸检测。（央视）
19,,21:59,【美国务卿表态：当务之急是让所有美国人撤离】据CNN最新消息，美国国务卿布林肯承认，塔利班对阿富汗的攻势比我们预期的要快得多。但他支持美军的撤离。他表示，现阶段让我们的军队还留在那里的想法是错的，当务之急是让所有美国人安全撤离。“我们没有向塔利班要求什么，但我们已经告诉对方，如果干扰我们的撤离行动，那我们将采取迅速果断的回应”。
18,,22:00,【火币全球站7月份收入7.29亿人民币 环比下降53.62%】加密货币交易所火币全球今日发布《HT7月运营月报》。数据显示，7月份平台共销毁HT数量为234.2万个，共计约2259.1万美元。根据每月收入20%销毁HT规则，推算得出火币全球站7月份收入1.13亿美元，约合人民币7.29亿人民币，而火币全球站6月份收入约为15.72亿人民币。据此计算，7月份货币全球站收入环比大降53.62%。（区块链日报）
17,,22:05,【中国驻阿富汗大使馆：目前在阿富汗中国公民安全】据中国驻阿富汗大使馆网站8月15日消息，近日阿富汗及首都喀布尔局势风云突变，异常复杂严峻。中国驻阿富汗大使馆与在阿中国公民保持密切联系，通报安全形势，尽力提供协助，目前所有中国人员安全。中国驻阿富汗大使馆已要求阿各派务必保障在阿中国公民、中国机构、中国利益安全。使馆在此进一步提醒在阿中国公民密切关注安全形势，加强自身安全防护，不要外出。
16,,22:07,【俄媒：阿富汗塔利班已命令部队进入喀布尔】据俄罗斯卫星通讯社15日报道，塔利班已经命令自己的部队进入喀布尔地区。早前，消息人士透露，塔利班武装部分人员已经潜入喀布尔市区。
15,,22:12,【应对疫情 越南胡志明市继续保持社会隔离至9月15日】越南胡志明市人民委员会主席阮成锋8月15日签署关于该市继续保持社会隔离的命令，将该市目前实施的社会隔离延长至9月15日。（央视）
14,,22:12,【宁波舟山港集装箱吞吐量已超2000万标箱】据浙江宁波舟山港集装箱实时生产数据显示，8月15日8时55分，宁波舟山港今年集装箱吞吐量达2000万标准箱，较去年突破2000万标准箱提前1个月。目前，宁波舟山港航线总数达278条，保持历史最高位。
13,,22:13,【极端天气频发，上半年因自然灾害导致的保险损失超四百亿美元】2021年上半年，全球因自然灾害造成的保险损失已达到420亿美元，主要来自冬季寒潮、冰雹和野火等灾害的影响。这一损失额超过了过去十年330亿美元的平均水平，在史上仅次于2011年上半年因日本和新西兰大地震导致的1040亿美元巨额损失。
12,,22:14,【华西策略：反弹窗口犹在，高景气的科技成长行情还未结束】华西证券最新研报指出，国内方面，尽管下半年起经济增长动能减弱，但经济增速仍处于“温和可控”阶段，目前跨周期调节更直接和现实的是要“做好今明两年宏观政策的衔接”，通过政策节奏的调整，为明年经济增长保留一部分空间。这意味着，不论是货币政策还是财政政策，下半年都不会“用力过猛”。风格方面，高景气的“科技成长”行情还未结束，但交易结构拥挤，难免伴随结构性泡沫，后市波动料加大。
10,,22:15,市场消息：有目击者称，阿富汗喀布尔市多处地方发生枪击事件。
11,,22:15,新疆博州阿拉山口市3名无症状感染者14日内均无出境、出疆史，无中高风险地区旅居史。（封面新闻）
9,,22:24,据人民日报：塔利班武装人员已进入阿富汗首都喀布尔，寻求阿富汗现政府无条件投降。
8,,22:27,北约官员：美国已确保阿富汗机场的安全，以便外交官和侨民顺利离开阿富汗。
7,,22:27,消息人士透露，以塔利班政治委员会负责人巴拉达尔为首的代表团将接管阿富汗总统办公厅。
6,,22:29,【我国人均体育消费暴涨30%，体育相关企业半年增超50%】数据显示：我国经常参加体育锻炼的人数比例达到了37.2%。并且，人均体育消费金额也在持续提升，其中 2020 年同比增长超过30%。老百姓对体育锻炼的需求，带动了体育相关企业的发展。我国2019年和2020年分别新增超159万和180万家与体育相关的企业；今年上半年已新增超112万家体育相关企业，同比增长54%。（央视）
5,,22:31,消息人士透露，阿富汗政权已转交给过渡委员会，委员会成员包括阿前总统卡尔扎伊和阿民族和解最高委员会主席阿卜杜拉。
4,,22:34,【新加坡盛宝资本市场全球宏观策略师范彼得森：阿富汗局势或将波及欧洲难民局势】阿富汗危机的影响最终可能会蔓延到更大范围。许多阿富汗难民可能会在欧洲寻求庇护。欧洲此前就有大量移民涌入，其中大部分人是为了逃离叙利亚、其他中东国家和阿富汗的战争或迫害。如果难民会途径土耳其，这可能会促使土耳其总统埃尔多安向欧盟提出政治或财政要求。这可能会对欧元造成压力，并导致土耳其里拉升值。
3,,22:35,【扬州疫情防控服务台紧急辟谣】扬州市新冠肺炎疫情防控工作指挥部社区防控工作组：关于今天网传“明日所有人员居家不准外出”“农贸市场、超市、药店关门”“飞机大规模消杀不能开门窗”等消息均为谣传，请广大网民不信谣不传谣。有关疫情防控措施的消息，请以扬州官方媒体平台发布的内容为准。
2,,22:36,【阿富汗首都多家银行民众排队取钱 喀布尔多家银行出现挤兑】今日，塔利班进入阿富汗首都外围，喀布尔多家银行出现挤兑，民众排长队争先取钱。报道称，阿富汗各国大使馆外民众排队求签证。据报道，塔利班已控制阿富汗所有边境口岸以及出入喀布尔的地面通道。目前阿富汗34个省会城市中，仅有喀布尔和另5个省会由政府控制。 (中国日报)
1,,22:36,【阿富汗危机或给巴基斯坦财政修复计划带来压力】联合国难民署预计，今年将有40万阿富汗人逃离该地。全世界有260万阿富汗难民，其中140万在巴基斯坦，100万在伊朗。巴基斯坦承担着大量公共债务，还有一定规模的股票市场，并依赖于国际货币基金组织（IMF）60亿美元的计划。未来几年饱受动乱和难民潮影响的前景将为其财政修复计划增加压力。
0,,22:41,据俄罗斯卫星网：阿富汗前总统哈米德·卡尔扎伊呼吁阿富汗军队和塔利班保护平民的生命并防止破坏行为的发生。
